Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
mouse_sample_58-1.00,9,8.886487526,33266846,289016,140755,318036,21931,32637863,7,5.852859425,1,1.059003237
mouse_sample_59-0.05,0,0.385558203,33262122,27447738,20290430,1951949,3371351,491084,1,2.364949084,1,1.123723991
mouse_sample_59-0.10,0,0.546897128,33262122,26830936,18846252,2264538,3172518,994130,1,2.614795159,1,1.047270969
mouse_sample_59-0.15,0,0.79459245,33262122,25931929,17387150,2535832,2995677,1798684,2,2.833091861,1,1.020614038
mouse_sample_59-0.20,0,1.136875903,33262122,24733712,15833976,2768882,2802461,2957067,2,3.023840308,1,1.009343217
mouse_sample_59-0.25,0,1.49218273,33262122,23520516,14529624,2918035,2627520,4196051,2,3.162838691,1,1.004533172
mouse_sample_59-0.30,0,1.992409715,33262122,21849997,13068103,3019853,2410460,5981812,2,3.318161182,1,1.001928263
mouse_sample_59-0.35,0,2.557933105,33262122,19994884,11677671,3039966,2183705,8043567,2,3.455380093,1,1.001024406
mouse_sample_59-0.40,0,3.173433463,33262122,17999453,10303174,2997959,1946466,10318244,2,3.583505311,1,1.000650923
mouse_sample_59-0.45,1,3.824612873,33262122,15908294,8946489,2900283,1703196,12750349,2,3.709181139,1,1.000427432
mouse_sample_59-0.50,2,4.384829807,33262122,14121950,7840748,2778129,1499698,14862345,2,3.810993298,1,1.000340068
mouse_sample_59-0.55,9,5.065792796,33262122,11967504,6551609,2584784,1258129,17451705,2,3.936576905,1,1.000272627
mouse_sample_59-0.60,9,5.738736873,33262122,9856221,5326667,2341078,1025698,20039125,3,4.059895911,1,1.000204739
mouse_sample_59-0.65,9,6.383726871,33262122,7849110,4189574,2061637,807084,22544291,4,4.186203003,1,1.000208157
mouse_sample_59-0.70,9,6.988462251,33262122,5981225,3153997,1762191,607629,24911077,4,4.337572942,1,1.000213946
mouse_sample_59-0.75,9,7.463570815,33262122,4531158,2367957,1481123,455668,26794173,5,4.490429222,1,1.000219458
mouse_sample_59-0.80,9,7.963775131,33262122,3034351,1571954,1076098,302374,28849299,6,4.596160387,1,1.000251344
mouse_sample_59-0.85,9,8.32154521,33262122,1974683,1013307,733345,194747,30359347,6,4.586272491,1,1.000318362
mouse_sample_59-0.90,9,8.562947577,33262122,1255579,634382,521823,121452,31363268,6,4.658489564,1,1.000296413
mouse_sample_59-0.95,9,8.750682202,33262122,693495,340981,381242,65278,32122107,6,4.988988621,1,1.000091915
mouse_sample_59-1.00,9,8.884156308,33262122,294919,138312,315504,26587,32625112,7,5.874080836,1,1
mouse_sample_6-0.05,0,0.738187969,33098456,22404948,18271266,8280073,1227525,1185910,1,1.416221693,1,1.656400481
mouse_sample_6-0.10,0,0.939062535,33098456,20971028,16454799,9277346,1052995,1797087,1,1.46098949,1,1.285506579
mouse_sample_6-0.15,0,1.209024675,33098456,19457579,14679072,10036634,967769,2636474,1,1.509035898,1,1.181008071
mouse_sample_6-0.20,0,1.563296789,33098456,17800390,12878013,10603533,895643,3798890,1,1.558711233,1,1.144266186
mouse_sample_6-0.25,1,1.920002613,33098456,16389351,11459411,10846363,835413,5027329,1,1.600488754,1,1.129595781
mouse_sample_6-0.30,1,2.407438764,33098456,14830981,10045446,10721161,763935,6782379,1,1.658753749,1,1.122253857
mouse_sample_6-0.35,1,2.948413606,33098456,13352105,8838014,10262706,691110,8792535,1,1.722873285,1,1.11962061
mouse_sample_6-0.40,1,3.533812544,33098456,11863764,7698571,9612038,615294,11007360,1,1.790350392,1,1.119112164
mouse_sample_6-0.45,1,4.149895874,33098456,10378183,6621547,8814087,538067,13368119,1,1.865155404,1,1.119624508
mouse_sample_6-0.50,4,4.678309103,33098456,9151104,5765843,8058682,473882,15414788,1,1.933401889,1,1.120627076
mouse_sample_6-0.55,9,5.319118692,33098456,7705404,4790871,7073954,397897,17921201,1,2.023964108,1,1.12184309
mouse_sample_6-0.60,9,5.950384453,33098456,6314915,3880302,6040944,324457,20418140,1,2.122336675,1,1.122987021
mouse_sample_6-0.65,9,6.554746814,33098456,5007193,3041082,5004556,255629,22831078,1,2.234946517,1,1.124215171
mouse_sample_6-0.70,9,7.121009179,33098456,3798549,2279166,3999346,192408,25108153,1,2.376480555,1,1.126065444
mouse_sample_6-0.75,9,7.564704861,33098456,2869705,1706349,3168475,144464,26915812,1,2.516949005,1,1.127291228
mouse_sample_6-0.80,9,8.031694016,33098456,1917695,1130620,2202395,95954,28882412,1,2.627465555,1,1.128103049
mouse_sample_6-0.85,9,8.36597822,33098456,1245608,727058,1464911,61935,30326002,1,2.660257176,1,1.128667151
mouse_sample_6-0.90,9,8.591848151,33098456,788872,452481,983100,38850,31287634,1,2.791501373,1,1.129395109
mouse_sample_6-0.95,9,8.766476599,33098456,434010,241959,631241,20943,32012262,2,3.204353013,1,1.134651196
mouse_sample_6-1.00,9,8.890508518,33098456,182350,97097,414325,8557,32493224,5,4.376643939,1,1.137781933
mouse_sample_60-0.05,0,0.40505381,33268760,28166595,20857441,1878752,2615353,608060,2,2.598835823,1,1.193158247
mouse_sample_60-0.10,0,0.569453986,33268760,27523998,19395161,2181704,2437945,1125113,2,2.835816866,1,1.079637974
mouse_sample_60-0.15,0,0.819049763,33268760,26594253,17910191,2444986,2293607,1935914,2,3.041903716,1,1.041212379
mouse_sample_60-0.20,0,1.162977911,33268760,25356101,16327411,2675177,2141266,3096216,2,3.226164474,1,1.024780667
mouse_sample_60-0.25,0,1.518348926,33268760,24107866,14994781,2822125,2005694,4333075,2,3.357201754,1,1.01783622
mouse_sample_60-0.30,0,2.017740998,33268760,22393459,13501434,2920333,1838617,6116351,2,3.49856917,1,1.013585211
mouse_sample_60-0.35,0,2.582166393,33268760,20490962,12080071,2943561,1664243,8169994,2,3.632222332,1,1.011787341
mouse_sample_60-0.40,0,3.196207553,33268760,18444164,10668824,2905489,1482992,10436115,2,3.754889797,1,1.010818669
mouse_sample_60-0.45,1,3.845420479,33268760,16299777,9274189,2813115,1297522,12858346,2,3.873406526,1,1.010325066
mouse_sample_60-0.50,2,4.403557031,33268760,14469999,8134586,2695680,1142479,14960602,2,3.969880327,1,1.010029068
mouse_sample_60-0.55,9,5.082253141,33268760,12263598,6805142,2507125,957550,17540487,3,4.087954131,1,1.009727952
mouse_sample_60-0.60,9,5.752291219,33268760,10101603,5538006,2272941,780166,20114050,4,4.204894452,1,1.009617184
mouse_sample_60-0.65,9,6.395164984,33268760,8042144,4358910,2005510,614793,22606313,4,4.328974675,1,1.00942919
mouse_sample_60-0.70,9,6.997314718,33268760,6129576,3284014,1714931,462503,24961750,5,4.472151941,1,1.009295075
mouse_sample_60-0.75,9,7.470504311,33268760,4642387,2465892,1444159,347624,26834590,6,4.620168555,1,1.009271512
mouse_sample_60-0.80,9,7.968226919,33268760,3109504,1638547,1049482,230823,28878951,6,4.716134245,1,1.009310164
mouse_sample_60-0.85,9,8.324376743,33268760,2024840,1057908,713890,148788,30381242,6,4.707082324,1,1.009321988
mouse_sample_60-0.90,9,8.565240183,33268760,1285841,662437,510153,92899,31379867,6,4.787446119,1,1.009558768
mouse_sample_60-0.95,9,8.752033349,33268760,710267,356600,372835,50026,32135632,6,5.090946397,1,1.009994803
mouse_sample_60-1.00,9,8.884745299,33268760,302072,145356,310045,20192,32636451,7,5.921659759,1,1.011242076
mouse_sample_61-0.05,0,0.659305693,33268924,27645556,22391300,2282178,1820629,1520561,1,2.389709742,1,1.535512727
mouse_sample_61-0.10,0,0.84581431,33268924,26888290,21073544,2603937,1586953,2189744,1,2.525799587,1,1.16866284
mouse_sample_61-0.15,0,1.102000654,33268924,25871282,19670593,2886472,1468075,3043095,1,2.669933746,1,1.067950888
mouse_sample_61-0.20,0,1.44497174,33268924,24564730,18121644,3135749,1362939,4205506,2,2.810389161,1,1.034841618
mouse_sample_61-0.25,0,1.795916123,33268924,23275653,16771449,3293110,1273750,5426411,2,2.917549672,1,1.022717174
mouse_sample_61-0.30,0,2.285813662,33268924,21544343,15187010,3384581,1165878,7174122,2,3.041678719,1,1.016105459
mouse_sample_61-0.35,0,2.836442832,33268924,19650297,13621190,3386951,1054653,9177023,2,3.160145216,1,1.013543791
mouse_sample_61-0.40,0,3.43319829,33268924,17630552,12044179,3321495,938955,11377922,2,3.271648761,1,1.012561837
mouse_sample_61-0.45,1,4.062096808,33268924,15531585,10472882,3193681,820942,13722716,2,3.383661674,1,1.012020338
mouse_sample_61-0.50,6,4.602108592,33268924,13749232,9179692,3043351,722266,15754075,2,3.479630513,1,1.011800362
mouse_sample_61-0.55,9,5.256864063,33268924,11612075,7670474,2810741,605392,18240716,2,3.59739478,1,1.011612311
mouse_sample_61-0.60,9,5.901363116,33268924,9531648,6233191,2527669,493535,20716072,2,3.714115654,1,1.011676983
mouse_sample_61-0.65,9,6.51825836,33268924,7560084,4897014,2213380,388245,23107215,3,3.83926122,1,1.011636982
mouse_sample_61-0.70,9,7.095207888,33268924,5735392,3679484,1878167,292443,25362922,4,3.986731212,1,1.011776654
mouse_sample_61-0.75,9,7.54633886,33268924,4331097,2759518,1568771,219791,27149265,4,4.138765951,1,1.011929515
mouse_sample_61-0.80,9,8.020169483,33268924,2892145,1830606,1134042,145874,29096863,4,4.235313154,1,1.011962378
mouse_sample_61-0.85,9,8.359007493,33268924,1878066,1180120,770070,94050,30526738,4,4.232546392,1,1.012078682
mouse_sample_61-0.90,9,8.588440191,33268924,1185335,736022,545741,58694,31479154,5,4.317720311,1,1.012386275
mouse_sample_61-0.95,9,8.766010527,33268924,646444,394048,394078,31649,32196753,6,4.65114013,1,1.01263863
mouse_sample_61-1.00,9,8.891486301,33268924,267158,157198,317044,12852,32671870,6,5.520713213,1,1.0148615
mouse_sample_62-0.05,0,0.575981211,33200550,19794014,17363239,2648881,10379513,378142,1,1.886206289,1,1.033119666
mouse_sample_62-0.10,0,0.737447663,33200550,19282248,16332404,3074737,9966345,877220,1,2.114975687,1,1.011975203
mouse_sample_62-0.15,0,0.98519901,33200550,18563568,15186253,3432981,9513475,1690526,1,2.310582261,1,1.005124836
mouse_sample_62-0.20,0,1.325800295,33200550,17626925,13909244,3740862,8974169,2858594,1,2.484853758,1,1.002260822
mouse_sample_62-0.25,0,1.677925637,33200550,16696462,12794016,3937282,8462334,4104472,1,2.615133993,1,1.001057864
mouse_sample_62-0.30,1,2.172342356,33200550,15435551,11465299,4063322,7800255,5901422,1,2.757855272,1,1.000494086
mouse_sample_62-0.35,1,2.729437856,33200550,14053605,10161513,4084561,7092583,7969801,1,2.888075854,1,1.000214872
mouse_sample_62-0.40,1,3.335178965,33200550,12581866,8872759,4023037,6341335,10254312,1,3.007403611,1,1.000116222
mouse_sample_62-0.45,1,3.974230698,33200550,11054063,7620799,3883988,5566348,12696151,1,3.11911597,1,1.000059105
mouse_sample_62-0.50,2,4.523798461,33200550,9757393,6611857,3718179,4910680,14814298,2,3.21475916,1,1.000037673
mouse_sample_62-0.55,9,5.190100134,33200550,8211816,5463991,3448535,4127798,17412401,2,3.327416425,1,1.000014536
mouse_sample_62-0.60,9,5.846729678,33200550,6711698,4394172,3113172,3371117,20004563,2,3.437787568,1,1.000009789
mouse_sample_62-0.65,9,6.475232097,33200550,5296981,3421266,2730912,2659260,22513397,3,3.552444385,1,1.000007897
mouse_sample_62-0.70,9,7.062125417,33200550,3995753,2552952,2320924,2006149,24877724,3,3.688520606,1,1.000003489
mouse_sample_62-0.75,9,7.520576677,33200550,3002495,1905488,1935282,1509111,26753662,4,3.821256024,1,1.000003313
mouse_sample_62-0.80,9,8.002610469,33200550,1997577,1258103,1399674,1002409,28800890,4,3.91566179,1,1
mouse_sample_62-0.85,9,8.348276038,33200550,1290746,807117,953898,646026,30309880,4,3.912797804,1,1
mouse_sample_62-0.90,9,8.581593889,33200550,806641,502605,678558,403888,31311463,5,3.988726093,1,1
mouse_sample_62-0.95,9,8.762022888,33200550,431879,270164,483912,216837,32067922,5,4.289713832,1,1
mouse_sample_62-1.00,9,8.888764463,33200550,172663,110492,370967,87654,32569266,6,5.123962509,1,1
mouse_sample_63-0.05,0,0.642395468,33194048,16997472,14865864,3684442,12185041,327093,1,1.604016836,1,1.023382851
mouse_sample_63-0.10,1,0.797999238,33194048,16537978,13920321,4173440,11681442,801188,1,1.795817359,1,1.008727946
mouse_sample_63-0.15,1,1.039695912,33194048,15901303,12888193,4564442,11132596,1595707,1,1.966442996,1,1.003776478
mouse_sample_63-0.20,1,1.373502683,33194048,15080552,11757232,4882970,10483966,2746560,1,2.124178113,1,1.001603401
mouse_sample_63-0.25,1,1.7199776,33194048,14270421,10782216,5067896,9873422,3982309,1,2.243848137,1,1.000731965
mouse_sample_63-0.30,1,2.206963489,33194048,13181103,9639788,5152235,9093728,5766982,1,2.379248811,1,1.000333966
mouse_sample_63-0.35,1,2.757262929,33194048,11992105,8530494,5109690,8262381,7829872,1,2.503558533,1,1.000130834
mouse_sample_63-0.40,1,3.356479873,33194048,10727097,7441637,4970052,7385738,10111161,1,2.621385249,1,1.000073926
mouse_sample_63-0.45,1,3.989538486,33194048,9417041,6387762,4742904,6481266,12552837,1,2.73499569,1,1.000047984
mouse_sample_63-0.50,2,4.533070838,33194048,8311223,5545110,4493937,5717789,14671099,1,2.828948648,1,1.000030431
mouse_sample_63-0.55,9,5.194838394,33194048,6988255,4579964,4123959,4806233,17275601,1,2.94642842,1,1.000025592
mouse_sample_63-0.60,9,5.847617862,33194048,5706592,3684033,3684406,3924644,19878406,1,3.060388025,1,1.00002497
mouse_sample_63-0.65,9,6.473118554,33194048,4502633,2869004,3195580,3095003,22400832,2,3.181404941,1,1.000026817
mouse_sample_63-0.70,9,7.05883368,33194048,3393675,2140113,2681505,2333907,24784961,2,3.323746553,1,1.00002785
mouse_sample_63-0.75,9,7.517054021,33194048,2549560,1597582,2214764,1752597,26677127,2,3.465227898,1,1.000028529
mouse_sample_63-0.80,9,8.000016117,33194048,1693890,1055072,1590588,1163816,28745754,3,3.569291356,1,1.000038666
mouse_sample_63-0.85,9,8.346043423,33194048,1093798,676593,1080661,750188,30269401,3,3.57571801,1,1.00003999
mouse_sample_63-0.90,9,8.579539531,33194048,683049,421543,759772,469750,31281477,3,3.667664773,1,1.000031932
mouse_sample_63-0.95,9,8.760293412,33194048,364964,225947,530518,251370,32047196,5,3.983749844,1,1.000059673
mouse_sample_63-1.00,9,8.886984106,33194048,146670,92649,393502,101826,32552050,6,4.891172091,1,1.00014731
mouse_sample_7-0.05,1,0.780302938,33149410,13786604,10700965,4491672,14470077,401057,1,1.645732814,1,1.027290802
mouse_sample_7-0.10,1,0.943447862,33149410,13243155,9694437,5133044,13889331,883880,1,1.806165114,1,1.011473843
mouse_sample_7-0.15,1,1.188934946,33149410,12585728,8706522,5637847,13246178,1679657,1,1.947215311,1,1.005382609
mouse_sample_7-0.20,1,1.524259557,33149410,11798353,7699736,6036170,12482173,2832714,1,2.074130616,1,1.002555725
mouse_sample_7-0.25,1,1.870015967,33149410,11064553,6891498,6255318,11760330,4069209,1,2.172811518,1,1.001282957
mouse_sample_7-0.30,1,2.352312485,33149410,10143420,6041719,6313931,10835384,5856675,1,2.284798963,1,1.000576722
mouse_sample_7-0.35,1,2.894739243,33149410,9183055,5286665,6199695,9848185,7918475,1,2.393915023,1,1.000293963
mouse_sample_7-0.40,1,3.484371818,33149410,8181498,4568939,5962444,8803357,10202111,1,2.495771029,1,1.000183907
mouse_sample_7-0.45,1,4.106184394,33149410,7158828,3892955,5625973,7723413,12641196,1,2.599061531,1,1.000150581
mouse_sample_7-0.50,2,4.640451338,33149410,6303934,3361571,5270506,6811981,14762989,1,2.684456103,1,1.00013212
mouse_sample_7-0.55,9,5.288133122,33149410,5289700,2760556,4773933,5725248,17360529,1,2.791790961,1,1.000115454
mouse_sample_7-0.60,9,5.926369519,33149410,4313441,2206369,4207057,4674942,19953970,1,2.898579934,1,1.000104814
mouse_sample_7-0.65,9,6.537752889,33149410,3396521,1704237,3603576,3686509,22462804,1,3.016596847,1,1.000100366
mouse_sample_7-0.70,9,7.108832043,33149410,2557308,1259138,2985773,2778043,24828286,1,3.155200345,1,1.000093231
mouse_sample_7-0.75,9,7.555777584,33149410,1918365,931838,2437265,2087399,26706381,2,3.292435168,1,1.000097729
mouse_sample_7-0.80,9,8.025398009,33149410,1274987,611099,1737555,1387317,28749551,2,3.39775892,1,1.000100914
mouse_sample_7-0.85,9,8.362516407,33149410,823104,388468,1172309,895567,30258430,2,3.404360113,1,1.000096029
mouse_sample_7-0.90,9,8.590322784,33149410,512827,236371,815304,560200,31261079,2,3.500740828,1,1.000094609
mouse_sample_7-0.95,9,8.76651693,33149410,271820,121173,560624,300188,32016778,4,3.841508747,1,1.0001066
mouse_sample_7-1.00,9,8.890928074,33149410,104829,44822,406650,120727,32517204,6,4.803740317,1,1.00013253
mouse_sample_8-0.05,0,0.351616143,33121460,29440421,26518492,1908272,1292306,480461,2,2.96267094,1,1.290955083
mouse_sample_8-0.10,0,0.527565602,33121460,28717320,25464097,2204020,1195527,1004593,3,3.211881925,1,1.132014584
mouse_sample_8-0.15,0,0.791326107,33121460,27693100,24171778,2460261,1125121,1842978,3,3.427114847,1,1.058976768
mouse_sample_8-0.20,0,1.150093504,33121460,26350892,22620914,2678708,1056562,3035298,3,3.616943317,1,1.028201847
mouse_sample_8-0.25,0,1.518775652,33121460,25003828,21168621,2822027,995554,4300051,3,3.75348783,1,1.015679712
mouse_sample_8-0.30,0,2.032368531,33121460,23170127,19319225,2923132,916904,6111297,3,3.896170614,1,1.008086997
mouse_sample_8-0.35,0,2.608551555,33121460,21147433,17381631,2953368,832236,8188423,4,4.018152834,1,1.004696985
mouse_sample_8-0.40,0,3.23351211,33121460,18978215,15370171,2925574,742753,10474918,4,4.128986995,1,1.002652295
mouse_sample_8-0.45,0,3.891247427,33121460,16719835,13333000,2839353,650841,12911431,5,4.236561991,1,1.001507281
mouse_sample_8-0.50,4,4.454645115,33121460,14800841,11642735,2725247,573245,15022127,5,4.319428294,1,1.000790238
mouse_sample_8-0.55,9,5.136125129,33121460,12499796,9663799,2539422,480725,17601517,5,4.418864608,1,1.000463883
mouse_sample_8-0.60,9,5.806069509,33121460,10259722,7786815,2299652,391302,20170784,5,4.512434925,1,1.000283668
mouse_sample_8-0.65,9,6.444319695,33121460,8143156,6055931,2025384,307814,22645106,5,4.607244848,1,1.000224161
mouse_sample_8-0.70,9,7.040285754,33121460,6183602,4497655,1728861,230987,24978010,6,4.714906519,1,1.000207804
mouse_sample_8-0.75,9,7.504542795,33121460,4674822,3341686,1451376,173267,26821995,6,4.816226119,1,1.000213543
mouse_sample_8-0.80,9,7.991876777,33121460,3125800,2195873,1054863,114840,28825957,6,4.886080941,1,1.000243817
mouse_sample_8-0.85,9,8.340784011,33121460,2033049,1397977,715405,74017,30298989,6,4.883955242,1,1.000270208
mouse_sample_8-0.90,9,8.577034044,33121460,1286340,854038,509147,46029,31279944,6,4.946204141,1,1.000434509
mouse_sample_8-0.95,9,8.758842122,33121460,707985,442134,368588,24614,32020273,6,5.150913757,1,1.000121882
mouse_sample_8-1.00,9,8.886569493,33121460,297552,168985,303985,9914,32510009,6,5.711334441,1,1.000100867
mouse_sample_9-0.05,0,0.398141115,33129216,29065255,23909727,1808438,1762095,493428,2,3.661022938,1,1.207947358
mouse_sample_9-0.10,0,0.574202058,33129216,28361258,22704540,2108267,1655924,1003767,3,3.881034044,1,1.091055507
mouse_sample_9-0.15,0,0.836231893,33129216,27363643,21337671,2373862,1566346,1825365,3,4.063095496,1,1.040762386
mouse_sample_9-0.20,0,1.192951985,33129216,26050400,19769723,2605127,1471035,3002654,4,4.22140648,1,1.01994718
mouse_sample_9-0.25,0,1.559377801,33129216,24729177,18360253,2761421,1383269,4255349,5,4.332646489,1,1.011055695
mouse_sample_9-0.30,0,2.068840899,33129216,22929795,16647253,2874124,1270888,6054409,5,4.443348304,1,1.006116983
mouse_sample_9-0.35,0,2.639848103,33129216,20944689,14908734,2912761,1151159,8120607,6,4.536984325,1,1.003757083
mouse_sample_9-0.40,0,3.260045484,33129216,18812213,13129094,2891056,1024417,10401530,6,4.621876228,1,1.002402342
mouse_sample_9-0.45,0,3.912012768,33129216,16589242,11344394,2814736,894588,12830650,6,4.700306885,1,1.001514664
mouse_sample_9-0.50,4,4.471341731,33129216,14697487,9879046,2706696,785373,14939660,6,4.76185098,1,1.001082288
mouse_sample_9-0.55,9,5.148087235,33129216,12426022,8171276,2527849,656366,17518979,6,4.835879437,1,1.000828806
mouse_sample_9-0.60,9,5.814232368,33129216,10209302,6560721,2298282,532034,20089598,6,4.908951991,1,1.000729277
mouse_sample_9-0.65,9,6.449999873,33129216,8110888,5083132,2027945,416756,22573627,6,4.982272202,1,1.000638263
mouse_sample_9-0.70,9,7.043861255,33129216,6165027,3759733,1736317,311189,24916683,6,5.065929781,1,1.000658764
mouse_sample_9-0.75,9,7.507772022,33129216,4662073,2782836,1460791,232265,26774087,6,5.152958226,1,1.000680257
mouse_sample_9-0.80,9,7.993638002,33129216,3122049,1824710,1061742,153445,28791980,6,5.21933012,1,1.00073642
mouse_sample_9-0.85,9,8.34180178,33129216,2031489,1156343,722165,98357,30277205,6,5.212213275,1,1.000742194
mouse_sample_9-0.90,9,8.577829219,33129216,1286294,700868,514160,60401,31268361,6,5.253329703,1,1.000910581
mouse_sample_9-0.95,9,8.759702041,33129216,708978,359028,372832,31307,32016099,6,5.433645717,1,1.000830485
mouse_sample_9-1.00,9,8.887978303,33129216,299023,135719,305989,12097,32512107,6,5.982845789,1,1.000661321
plant_sample_0-0.05,1,2.019136763,33254108,16244688,4553414,11014218,1839124,4003507,2,2.336628166,1,2.176991872
plant_sample_0-0.10,1,2.534190783,33254108,13500648,2851282,13390760,781021,5507073,2,2.437327456,1,1.791854508
plant_sample_0-0.15,2,3.042120555,27379625,9136946,1531842,12174858,322184,5698964,3,2.551893418,1,1.59054143
plant_sample_0-0.20,3,3.555059213,33254108,9023652,1256122,15533026,219133,8428316,3,2.677382565,1,1.495881497
plant_sample_0-0.25,3,3.987853862,33254108,7537299,924803,15728456,145107,9796168,3,2.785397626,1,1.469984219
plant_sample_0-0.30,3,4.509767726,33254108,6042842,658998,15487066,96701,11582470,3,2.917083132,1,1.486572011
plant_sample_0-0.35,3,5.027493205,33254108,4814942,480841,14827437,68656,13500170,3,3.047889598,1,1.525780704
plant_sample_0-0.40,6,5.537405364,33254108,3790049,353580,13862740,50056,15510205,3,3.181278449,1,1.575695221
plant_sample_0-0.45,9,6.032823945,33254108,2939530,259871,12659962,36506,17579037,3,3.317039893,1,1.632334411
plant_sample_0-0.50,9,6.4303422,33254108,2348147,200170,11519052,28028,19321993,3,3.434158384,1,1.681033252
plant_sample_0-0.55,9,6.883822113,33254108,1757274,143916,10038459,20264,21403519,3,3.579930047,1,1.746150809
plant_sample_0-0.60,9,7.304050044,33254108,1282120,101476,8495039,14393,23431186,3,3.731667742,1,1.806572639
plant_sample_0-0.65,9,7.684521293,33254108,906638,69803,6953087,10035,25355980,3,3.89237241,1,1.869955157
plant_sample_0-0.70,9,8.022406856,33254108,615423,46246,5462918,6809,27144510,3,4.071860497,1,1.927155236
plant_sample_0-0.75,9,8.271833724,33254108,426764,31340,4261898,4761,28539346,3,4.227449366,1,1.959462298
plant_sample_0-0.80,9,8.520313731,33254108,260592,18601,2938976,2852,30035774,3,4.377197704,1,2.020336606
plant_sample_0-0.85,9,8.696243634,33254108,153501,10716,1937453,1683,31150782,3,4.505439358,1,2.08496732
plant_sample_0-0.90,9,8.815318577,33254108,85533,5654,1253429,974,31906442,4,4.719758359,1,2.18275154
plant_sample_0-0.95,9,8.903023049,33254108,39488,2549,738804,484,32469460,5,5.120424362,1,2.297520661
plant_sample_0-1.00,9,8.959102587,33254108,13903,859,398639,200,32834804,6,5.905633919,1,2.275
plant_sample_1-0.05,0,1.674798285,33197042,18786325,2807106,9192122,1625353,3435696,2,2.1714442,1,2.029707393
plant_sample_1-0.10,1,2.128735175,33197042,16044416,1749173,11593767,711342,4767473,2,2.230339802,1,1.661673288
plant_sample_1-0.15,1,2.601625892,33197042,13532348,1126233,13154015,369011,6077764,2,2.32070938,1,1.530106149
plant_sample_1-0.20,2,3.100596945,33197042,11265586,745349,14135383,216076,7521583,2,2.432352063,1,1.520048501
plant_sample_1-0.25,2,3.53542412,33197042,9582616,539463,14544842,149902,8863008,2,2.533894421,1,1.556957212
plant_sample_1-0.30,3,4.073520406,33197042,7829878,374273,14564421,104586,10642778,2,2.66239626,1,1.617377087
plant_sample_1-0.35,3,4.618313885,33197042,6346771,266063,14145265,77316,12573946,2,2.794967786,1,1.676108438
plant_sample_1-0.40,5,5.163239303,33197042,5074086,190896,13393416,57895,14619394,2,2.931219041,1,1.734709388
plant_sample_1-0.45,9,5.699276369,33197042,3993865,137171,12371850,43358,16736937,2,3.073909238,1,1.786337008
plant_sample_1-0.50,9,6.13321952,33197042,3224887,103737,11357788,33981,18531232,3,3.197737183,1,1.826049851
plant_sample_1-0.55,9,6.632696763,33197042,2442686,73597,9995390,25192,20687393,3,3.35503207,1,1.86936329
plant_sample_1-0.60,9,7.099042981,33197042,1801788,51146,8533909,18057,22800660,3,3.520438758,1,1.912388547
plant_sample_1-0.65,9,7.524111998,33197042,1287092,34800,7042019,12738,24816840,3,3.700169085,2,1.951954781
plant_sample_1-0.70,9,7.903328345,33197042,880150,22694,5577912,8529,26696494,3,3.903976076,2,1.996599836
plant_sample_1-0.75,9,8.184159239,33197042,614119,15383,4376189,5861,28170783,3,4.083485654,2,2.033100154
plant_sample_1-0.80,9,8.463181961,33197042,377601,9111,3032429,3608,29760687,4,4.252216622,2,2.058203991
plant_sample_1-0.85,9,8.660282895,33197042,222635,5088,2005629,2147,30951539,4,4.383465736,2,2.091290172
plant_sample_1-0.90,9,8.794173107,33197042,123161,2711,1305445,1228,31756356,5,4.621454753,2,2.122964169
plant_sample_1-0.95,9,8.893347214,33197042,56516,1197,777977,607,32353183,5,5.108180576,2,2.13509061
plant_sample_1-1.00,9,8.957222484,33197042,19248,448,426329,200,32741877,7,6.078591886,2,2.13
plant_sample_10-0.05,1,1.753239885,33220936,16593840,2502788,11321812,2050884,3100175,2,2.216867936,1,1.880022468
plant_sample_10-0.10,1,2.198527128,33220936,13696138,1721481,14322921,913236,4209353,2,2.303736298,1,1.580234463
plant_sample_10-0.15,2,2.654462054,33220936,11188810,1261778,16144950,485461,5337838,2,2.407806899,1,1.430304391
plant_sample_10-0.20,2,3.13405414,33220936,9032971,959876,17205463,283434,6639807,2,2.524795061,1,1.355984109
plant_sample_10-0.25,2,3.552357555,33220936,7508808,775101,17565467,190713,7898548,2,2.627637853,1,1.328829183
plant_sample_10-0.30,3,4.070419208,33220936,6006005,606828,17418782,127119,9612952,2,2.757602397,1,1.319952171
plant_sample_10-0.35,3,4.59861432,33220936,4800760,477471,16755455,89614,11520238,2,2.893126149,1,1.324168099
plant_sample_10-0.40,5,5.130585755,33220936,3806447,373202,15718889,64118,13578603,2,3.032908814,1,1.33450825
plant_sample_10-0.45,8,5.657774844,33220936,2986309,287571,14400180,46334,15737184,3,3.180594409,1,1.347325938
plant_sample_10-0.50,9,6.088591273,33220936,2413365,227816,13131762,35284,17592112,3,3.309222936,1,1.361750368
plant_sample_10-0.55,9,6.586567127,33220936,1837022,168870,11474767,25436,19838995,3,3.470519706,1,1.380759553
plant_sample_10-0.60,9,7.055094655,33220936,1364659,121648,9736838,18077,22060402,3,3.639715172,1,1.398074902
