Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
mouse_sample_18-kraken2_refseqV205_500GB,1.0,1.06713422168566,33192386,12342369,10385240,14014691,5955076,880246,1.0,1.3535340165544856,1.0,1.4322436858908263
mouse_sample_18-kraken2_refseqV208_nt,1.0,2.195307351511277,33192386,8147639,6477098,787023,19644998,4612726,1.0,2.2674979003154925,1.0,1.5051354039333575
mouse_sample_18-kraken2_standard_0521,1.0,2.269231353238661,33192386,8124134,7568527,631623,18433751,6002878,1.0,1.6877425299585354,1.0,1.0974046465095466
mouse_sample_19-kraken2_GTDBr202RefSeqV205,0.0,0.9622816156912376,33262692,19891031,19502610,652126,11289768,1429767,2.0,2.266408638821332,1.0,1.5644422454030942
mouse_sample_19-kraken2_chocophlan,1.0,3.5047652787693786,33262692,13877064,13475153,1340309,6680630,11364689,1.0,2.07620033887708,1.0,1.7233370206103316
mouse_sample_19-kraken2_minikraken,9.0,5.786859554241731,33262692,8642291,7582131,320270,3474334,20825177,2.0,2.3792331470321915,1.0,1.2354474267586248
mouse_sample_19-kraken2_refseqV205,0.0,1.3145340130618413,33262692,18188774,15379989,6417943,6442857,2213093,1.0,1.3983083053246188,1.0,2.3021797627977776
mouse_sample_19-kraken2_refseqV205_100GB,9.0,5.786859554241731,33262692,8642291,7582131,320270,3474334,20825177,2.0,2.3792331470321915,1.0,1.2354474267586248
mouse_sample_19-kraken2_refseqV205_500GB,0.0,1.5245699897049825,33262692,17639517,14478868,6976319,5581237,3065613,1.0,1.4620651664581281,1.0,2.3150599051787264
mouse_sample_19-kraken2_refseqV208_nt,5.0,4.475662042025943,33262692,7723797,6900356,814778,12496482,12227635,2.0,3.0109293574446045,1.0,2.91046824218208
mouse_sample_19-kraken2_standard_0521,9.0,5.020198725947979,33262692,6768666,6257278,599276,8863936,17030813,1.0,2.1553457839125882,1.0,1.4007717339114365
mouse_sample_2-kraken2_GTDBr202RefSeqV205,1.0,1.1255157702808738,33165928,15276111,14194471,465840,15992507,1431470,1.0,2.5443113515370084,1.0,1.4544500746505848
mouse_sample_2-kraken2_chocophlan,1.0,1.7806179582853825,33165928,12397737,11246082,996333,15764574,4007284,2.0,3.1455647860705205,1.0,1.2595494810072254
mouse_sample_2-kraken2_minikraken,1.0,3.96428741568757,33165928,13044277,9046703,408070,5961434,13752133,2.0,2.7468105962212364,1.0,1.1052805415609734
mouse_sample_2-kraken2_refseqV205,1.0,0.6715638712114432,33165928,15679133,12486963,2073676,15219200,193919,1.0,1.94261398598431,1.0,1.0841184819175778
mouse_sample_2-kraken2_refseqV205_100GB,1.0,3.96428741568757,33165928,13044277,9046703,408070,5961434,13752133,2.0,2.7468105962212364,1.0,1.1052805415609734
mouse_sample_2-kraken2_refseqV205_500GB,1.0,0.8158001187242522,33165928,15237431,11371756,2490837,14949560,488095,1.0,2.2172354112292374,1.0,1.1465953513013092
mouse_sample_2-kraken2_refseqV208_nt,1.0,3.456089514516223,33165928,11434891,8650777,1012010,11796947,8922080,1.0,2.9405746978784792,1.0,2.6574506946585417
mouse_sample_2-kraken2_standard_0521,1.0,3.1634827163587884,33165928,13274245,12244984,811797,8897755,10182131,1.0,2.109580350752713,1.0,1.3001155909552466
mouse_sample_20-kraken2_GTDBr202RefSeqV205,1.0,1.1079893098855096,33236688,14655536,14211359,690288,16479783,1411081,1.0,2.1888443664093833,1.0,1.3723016255735891
mouse_sample_20-kraken2_chocophlan,2.0,4.353908638550267,33236688,10179289,9714643,1434915,7538486,14083998,1.0,2.2144552116327447,1.0,1.9600707622193636
mouse_sample_20-kraken2_minikraken,6.0,4.655637378790571,33236688,12198249,10452840,350260,4118225,16569409,2.0,2.2648603894249986,1.0,1.1692151351613862
mouse_sample_20-kraken2_refseqV205,1.0,1.7628765537649238,33236688,12866963,10548631,9136438,8210060,3023210,1.0,1.3608735702031798,1.0,2.3080949469309604
mouse_sample_20-kraken2_refseqV205_100GB,6.0,4.655637378790571,33236688,12198249,10452840,350260,4118225,16569409,2.0,2.2648603894249986,1.0,1.1692151351613862
mouse_sample_20-kraken2_refseqV205_500GB,1.0,1.9848558616911531,33236688,12449622,9791682,9852445,6929308,4005302,1.0,1.4156158192205082,1.0,2.3054165004644043
mouse_sample_20-kraken2_refseqV208_nt,1.0,3.8411721408583186,33236688,6618336,5545685,738881,15873053,10006418,2.0,2.9503262365658336,1.0,2.2320934731333657
mouse_sample_20-kraken2_standard_0521,1.0,4.128893077432987,33236688,6296922,5825559,543628,13049981,13346157,1.0,2.0959130140463698,1.0,1.2242102881222583
mouse_sample_21-kraken2_GTDBr202RefSeqV205,0.0,0.6348986609068986,33231894,19111027,18325374,367967,13269844,483056,1.0,1.9145765788779967,1.0,1.2092742009627242
mouse_sample_21-kraken2_chocophlan,1.0,3.5433855199465913,33231894,8169229,7856887,993412,14235192,9834061,4.0,3.4517934150181397,1.0,1.8136608203106777
mouse_sample_21-kraken2_minikraken,9.0,5.1821177571160995,33231894,10405383,9170439,405576,3971244,18449673,2.0,2.6787211274828886,1.0,1.2786784191553076
mouse_sample_21-kraken2_refseqV205,0.0,0.5327374960933614,33231894,18875538,17723130,1851572,12364196,140586,1.0,1.5747100301797607,1.0,1.0937140595312465
mouse_sample_21-kraken2_refseqV205_100GB,9.0,5.1821177571160995,33231894,10405383,9170439,405576,3971244,18449673,2.0,2.6787211274828886,1.0,1.2786784191553076
mouse_sample_21-kraken2_refseqV205_500GB,0.0,0.6706320440237321,33231894,18448730,16874717,2174638,12166245,442277,1.0,1.834365535781128,1.0,1.1767610302110472
mouse_sample_21-kraken2_refseqV208_nt,7.0,5.277992461097764,33231894,5899819,5065052,1596135,11780892,13955048,1.0,3.1438368308445086,5.0,3.801432523106061
mouse_sample_21-kraken2_standard_0521,1.0,3.920545636068772,33231894,12611187,12260969,1049036,6572310,12999357,1.0,1.903462798226181,1.0,1.7187422687000462
mouse_sample_22-kraken2_GTDBr202RefSeqV205,0.0,0.6165107427453447,33257886,25678556,22683286,670745,6059715,848870,2.0,3.0304348150191207,1.0,1.7874380230753426
mouse_sample_22-kraken2_chocophlan,0.0,1.902189844537924,33257886,21923644,20769312,1296333,4223980,5813929,2.0,3.153407342094971,1.0,1.6215952727048897
mouse_sample_22-kraken2_minikraken,9.0,4.640071951656818,33257886,14514166,13988808,421931,1566443,16755220,2.0,2.2898104192391653,1.0,1.6309102852768982
mouse_sample_22-kraken2_refseqV205,0.0,0.5517098110204599,33257886,25749106,18237187,2838432,4124699,545649,2.0,2.4335890378913434,1.0,1.5832146782104586
mouse_sample_22-kraken2_refseqV205_100GB,9.0,4.640071951656818,33257886,14514166,13988808,421931,1566443,16755220,2.0,2.2898104192391653,1.0,1.6309102852768982
mouse_sample_22-kraken2_refseqV205_500GB,0.0,0.7145132435657516,33257886,25097251,16884544,3180466,4036535,943629,2.0,2.587162698799484,1.0,1.7445930730193098
mouse_sample_22-kraken2_refseqV208_nt,1.0,3.7741050047498512,33257886,15663667,14680711,908453,6302311,10383455,3.0,3.958083687323395,6.0,4.517696127658569
mouse_sample_22-kraken2_standard_0521,1.0,3.7892773160627233,33257886,16300413,15506441,657488,3234759,13065224,2.0,2.366406687270338,1.0,2.12703172013742
mouse_sample_23-kraken2_GTDBr202RefSeqV205,1.0,0.864977250613563,33204412,12704241,11956611,538626,19359450,602095,1.0,1.7393256174042842,1.0,1.1552683573138702
mouse_sample_23-kraken2_chocophlan,1.0,2.526355322901065,33204412,7356226,6773455,1149690,18496078,6202418,1.0,2.854025867842636,1.0,1.3399130345362946
mouse_sample_23-kraken2_minikraken,9.0,4.808003767692076,33204412,10393233,8211785,439759,5432417,16938993,2.0,2.2173508671795235,1.0,1.1451276660094392
mouse_sample_23-kraken2_refseqV205,1.0,0.8025728930239753,33204412,12105534,10684472,3388692,17443644,266539,1.0,1.5476768027309653,1.0,1.0895362803781137
mouse_sample_23-kraken2_refseqV205_100GB,9.0,4.808003767692076,33204412,10393233,8211785,439759,5432417,16938993,2.0,2.2173508671795235,1.0,1.1451276660094392
mouse_sample_23-kraken2_refseqV205_500GB,1.0,0.9448407940486944,33204412,11761792,10064141,3872548,16977121,592948,1.0,1.7300405314537095,1.0,1.13898340007119
mouse_sample_23-kraken2_refseqV208_nt,5.0,4.5322421008388885,33204412,6416313,5468075,1828703,12984426,11974970,1.0,2.2263516820391285,1.0,2.9762091909184125
mouse_sample_23-kraken2_standard_0521,1.0,4.0279062914892165,33204412,9353314,8780411,1499241,9142752,13209103,1.0,1.4803810728228484,1.0,1.3828294806640276
mouse_sample_24-kraken2_GTDBr202RefSeqV205,0.0,0.4957004647598723,33272666,26989339,25525660,551532,5031303,700492,2.0,2.7324235039852627,1.0,1.7255627418980732
mouse_sample_24-kraken2_chocophlan,0.0,2.897381141625381,33272666,17832315,17105933,1217581,5009587,9213183,2.0,3.1816289840265246,1.0,1.9185328051993111
mouse_sample_24-kraken2_minikraken,9.0,5.166146590116946,33272666,12800439,12326600,432747,1290843,18748550,2.0,2.2926351886899274,1.0,1.6745692543554869
mouse_sample_24-kraken2_refseqV205,9.0,8.040934397568526,36960627,3109453,2669946,609804,614973,32626395,3.0,3.824684652773678,1.0,1.9969917378486532
mouse_sample_24-kraken2_refseqV205_100GB,9.0,5.166146590116946,33272666,12800439,12326600,432747,1290843,18748550,2.0,2.2926351886899274,1.0,1.6745692543554869
mouse_sample_24-kraken2_refseqV205_500GB,0.0,1.0265535980795768,33272666,23824273,20414618,2740541,4710651,1997199,1.0,2.3646006390708987,1.0,2.0593928524953347
mouse_sample_24-kraken2_refseqV208_nt,6.0,4.519215232106738,33272666,12770175,11765373,1014354,6890551,12597586,2.0,3.562759155087869,6.0,4.8434683960687615
mouse_sample_24-kraken2_standard_0521,1.0,4.323563101315656,33272666,14673869,13906006,741202,2792568,15065026,2.0,2.2087177314686146,1.0,2.3756348994903616
mouse_sample_25-kraken2_GTDBr202RefSeqV205,0.0,0.5808007187958005,33255620,24826160,23054234,632698,7053556,743206,2.0,2.8190669166016016,1.0,1.5371560103868176
mouse_sample_25-kraken2_chocophlan,0.0,2.603052987735607,33255620,17391253,16296409,1273483,6501914,8088970,2.0,3.0758588846494224,1.0,1.5146858294342251
mouse_sample_25-kraken2_minikraken,9.0,5.382544664631121,33255620,11307796,10687936,574599,1930125,19443052,2.0,1.9467593922022144,1.0,1.4990500615245126
mouse_sample_25-kraken2_refseqV205,0.0,0.869555281182549,33255620,22846223,18818502,2346217,6780966,1282201,2.0,2.506991893759188,1.0,1.6952934139472164
mouse_sample_25-kraken2_refseqV205_100GB,9.0,5.382544664631121,33255620,11307796,10687936,574599,1930125,19443052,2.0,1.9467593922022144,1.0,1.4990500615245126
mouse_sample_25-kraken2_refseqV205_500GB,0.0,1.0499457835998849,33255620,22250699,17899075,2638148,6496635,1870130,2.0,2.641149397228662,1.0,1.7112879205927376
mouse_sample_25-kraken2_refseqV208_nt,6.0,4.598847472998549,33255620,11767141,10736068,1046190,7627815,12814474,2.0,3.463701622076296,6.0,4.455216598724537
mouse_sample_25-kraken2_standard_0521,5.0,4.621271051329068,33255620,12686783,11850909,834899,3737304,15996630,2.0,2.1166931568968224,1.0,2.126212638843401
mouse_sample_26-kraken2_GTDBr202RefSeqV205,0.0,0.7471199043187347,33216952,18783302,17991271,474204,13186876,772570,1.0,1.983011530902312,1.0,1.2833641569087326
mouse_sample_26-kraken2_chocophlan,2.0,4.332947947782807,33216952,9151959,8740823,1179601,9734809,13150583,2.0,3.1416504394282474,1.0,2.246185107483876
mouse_sample_26-kraken2_minikraken,9.0,6.583394677756692,35172988,7760314,6784638,236395,1770715,25405554,2.0,2.499980964064384,1.0,1.308286765515625
mouse_sample_26-kraken2_refseqV205,0.0,0.603817954157865,33216952,18888438,17460621,5831401,8237601,259507,1.0,1.3645499597781048,1.0,1.1853142680739208
mouse_sample_26-kraken2_refseqV205_100GB,1.0,4.16649278958527,33216952,14658613,12817833,445799,3344841,14767683,2.0,2.501739573215732,1.0,1.3075739624095737
mouse_sample_26-kraken2_refseqV205_500GB,0.0,0.7515708244392802,33216952,18422504,16555943,6417194,7787692,589560,1.0,1.4874035287074072,1.0,1.2987001797194857
mouse_sample_26-kraken2_refseqV208_nt,1.0,4.242197327436906,33216952,7032989,5906648,1315061,14065900,10803002,1.0,3.090518234515357,1.0,2.8168568666064737
mouse_sample_26-kraken2_standard_0521,1.0,3.3426128923568905,33216952,11669974,11290920,891937,10110904,10544135,1.0,1.969162620229904,1.0,1.4220103365633776
mouse_sample_27-kraken2_GTDBr202RefSeqV205,0.0,0.5599983954922715,33256306,27895423,25689622,572005,3882749,906129,2.0,3.0889345372855135,1.0,2.241049060858685
mouse_sample_27-kraken2_chocophlan,0.0,3.0541537295212517,33256306,19810578,18785138,1052569,2146031,10247128,2.0,3.582642088072136,1.0,2.597698262513449
mouse_sample_27-kraken2_minikraken,9.0,4.635496589716022,33256468,15306060,14863449,282389,804974,16862964,2.0,2.627223440006516,1.0,2.0509233838608454
mouse_sample_27-kraken2_refseqV205,0.0,0.4963528721440078,33256306,28406357,23290359,2608636,1605845,635464,1.0,2.470785881970501,1.0,2.70404055185899
mouse_sample_27-kraken2_refseqV205_100GB,9.0,4.635286131899316,33256306,15306722,14864086,282406,805004,16862093,2.0,2.6272140110337596,1.0,2.0509053371163373
mouse_sample_27-kraken2_refseqV205_500GB,0.0,0.662511585020898,33256306,27670480,22070260,2967438,1564405,1053979,1.0,2.6125384928008604,1.0,3.0646124245320108
mouse_sample_27-kraken2_refseqV208_nt,1.0,3.9701034745109696,33256306,15377213,14287435,811205,6103599,10964289,5.0,4.372463187480354,6.0,4.883251832238652
mouse_sample_27-kraken2_standard_0521,0.0,3.6678896627905697,33256306,17569472,16852778,460543,2434682,12791609,2.0,2.5997094733825072,1.0,2.3242057895035164
mouse_sample_28-kraken2_GTDBr202RefSeqV205,0.0,0.5102154080386103,33234600,28609281,25714478,630972,3171707,822640,2.0,3.1917232460394436,1.0,2.3770029829363177
mouse_sample_28-kraken2_chocophlan,0.0,2.4228921665974616,33234600,22234668,20951609,1142056,1935531,7922345,2.0,3.7969696757426967,1.0,2.5245759432424486
mouse_sample_28-kraken2_minikraken,0.0,4.1767897913620144,33234600,16928098,16417869,293510,868724,15144216,2.0,2.574617559878709,1.0,2.025787246582344
mouse_sample_28-kraken2_refseqV205,0.0,0.4929377817094233,33234600,28581494,22065924,2550540,1531613,570950,2.0,2.8730115975440493,1.0,2.5569657609330823
mouse_sample_28-kraken2_refseqV205_100GB,0.0,4.1767897913620144,33234600,16928098,16417869,293510,868724,15144216,2.0,2.574617559878709,1.0,2.025787246582344
mouse_sample_28-kraken2_refseqV205_500GB,0.0,0.6576681530693915,33234600,27905556,20834545,2879960,1485304,963774,2.0,3.040657509132071,1.0,2.9800943106596365
mouse_sample_28-kraken2_refseqV208_nt,0.0,3.2347905496079385,33234600,18394221,17210812,791172,5173234,8875973,6.0,4.651768515569307,6.0,4.628219794426466
mouse_sample_28-kraken2_standard_0521,0.0,3.100087077924813,33234600,19500267,18610026,468635,2567689,10698007,2.0,2.533982737098168,1.0,2.165589368494393
mouse_sample_29-kraken2_GTDBr202RefSeqV205,1.0,0.7347599580703951,33209948,16237462,15546612,398728,16064216,509542,1.0,1.9616681045725408,1.0,1.1848253285438892
mouse_sample_29-kraken2_chocophlan,1.0,3.080021233396692,33209948,7880322,7577168,915349,16017699,8396578,2.0,3.014188031013308,1.0,1.4957896886437934
mouse_sample_29-kraken2_minikraken,9.0,5.618961944776306,33209948,9258905,7885474,387599,3437963,20125473,2.0,2.5706851668863955,1.0,1.3030128596497403
mouse_sample_29-kraken2_refseqV205,1.0,0.6681135423638724,33209948,16075480,14995095,2316316,14536492,281658,1.0,1.5124477834630508,1.0,1.1109811775770937
mouse_sample_29-kraken2_refseqV205_100GB,9.0,5.618961944776306,33209948,9258905,7885474,387599,3437963,20125473,2.0,2.5706851668863955,1.0,1.3030128596497403
mouse_sample_29-kraken2_refseqV205_500GB,1.0,0.8063081279139612,33209948,15681803,14278283,2673956,14234203,619980,1.0,1.7140712113437917,1.0,1.1672045143658552
mouse_sample_29-kraken2_refseqV208_nt,7.0,5.364618426984589,33209948,5818276,4988090,1377801,11464197,14549674,1.0,3.0183611421388137,3.0,3.755424998366654
mouse_sample_29-kraken2_standard_0521,5.0,4.705094268741402,33209948,9705459,9395368,984714,6600944,15918827,1.0,1.934432738846,1.0,1.678789276200495
mouse_sample_30-kraken2_GTDBr202RefSeqV205,0.0,0.6621824041737625,33283734,25110281,23784853,474381,6695530,1003542,2.0,2.850335489827797,1.0,1.7408450115226128
mouse_sample_30-kraken2_chocophlan,1.0,3.973383639238582,33485532,14969140,14422276,991701,3922066,13602625,2.0,3.0068861481434426,1.0,1.9493063094807688
mouse_sample_30-kraken2_minikraken,9.0,5.211273681011872,33283734,12119768,11757632,339624,1955902,18868399,2.0,2.431948272206911,1.0,1.436032582409548
mouse_sample_30-kraken2_refseqV205,0.0,0.6084401768142962,33283734,26058545,23124846,2890357,3484571,850249,1.0,1.8283042544571484,1.0,2.0990704451136164
mouse_sample_30-kraken2_refseqV205_100GB,9.0,5.211273681011872,33283734,12119768,11757632,339624,1955902,18868399,2.0,2.431948272206911,1.0,1.436032582409548
mouse_sample_30-kraken2_refseqV205_500GB,0.0,0.7802302770476414,33283734,25317233,22037795,3282818,3327527,1356152,1.0,1.9430927940568132,1.0,2.219291684184681
mouse_sample_30-kraken2_refseqV208_nt,4.0,4.303443477826137,33283734,12917978,12290826,723531,7773655,11868570,4.0,3.9514464480443823,6.0,4.316958239078014
mouse_sample_30-kraken2_standard_0521,2.0,4.409360530281849,33283734,13546951,13172141,486434,3935906,15314440,2.0,2.6159129501638456,1.0,1.94555637253532
mouse_sample_31-kraken2_GTDBr202RefSeqV205,0.0,0.6848938501980287,33264876,24150357,22550944,535685,7604820,974014,2.0,2.8942699534241205,1.0,1.6392716724393217
mouse_sample_31-kraken2_chocophlan,1.0,3.511311630922658,33264876,14700265,13892125,1007838,6076560,11480213,2.0,3.143837600884268,1.0,1.6971691220032388
mouse_sample_31-kraken2_minikraken,9.0,4.9484409621728345,33264876,11732717,11002491,371395,3449474,17711278,2.0,2.3754331641513757,1.0,1.2539421952448402
mouse_sample_31-kraken2_refseqV205,0.0,0.530018539675302,33264876,24652694,20285599,2717987,5402897,491292,1.0,1.935621104883872,1.0,1.4711229919800433
mouse_sample_31-kraken2_refseqV205_100GB,9.0,4.9484409621728345,33264876,11732717,11002491,371395,3449474,17711278,2.0,2.3754331641513757,1.0,1.2539421952448402
mouse_sample_31-kraken2_refseqV205_500GB,0.0,0.6828547324210678,33264876,24106523,19225235,3059422,5222425,876504,1.0,2.104112149288329,1.0,1.6063719440681292
mouse_sample_31-kraken2_refseqV208_nt,1.0,4.111863155599917,33264876,12097520,11190486,725279,9354063,11088014,3.0,3.96354782090754,1.0,3.6469514904913507
mouse_sample_31-kraken2_standard_0521,1.0,4.2267390084364065,33264876,12147406,11666938,537811,6230599,14349059,2.0,2.5048539356762882,1.0,1.6231619142878555
mouse_sample_32-kraken2_GTDBr202RefSeqV205,1.0,1.1981804012902169,33160938,11964448,11086600,576572,19230656,1389262,1.0,2.2558709059753164,1.0,1.3483032508095407
mouse_sample_32-kraken2_chocophlan,1.0,1.7367863056225974,33160938,10471809,9474970,962085,17836787,3890257,1.0,2.375940795251979,1.0,1.1378334562160777
mouse_sample_32-kraken2_minikraken,1.0,4.159738153365867,33160938,11836990,8103883,418068,6477665,14428210,2.0,2.4732029239262507,1.0,1.08880545690461
mouse_sample_32-kraken2_refseqV205,1.0,0.7504049493413003,33160938,12570336,9741710,3345226,17062799,182572,1.0,1.5067206221642424,1.0,1.0666841940762477
mouse_sample_32-kraken2_refseqV205_100GB,1.0,4.159738153365867,33160938,11836990,8103883,418068,6477665,14428210,2.0,2.4732029239262507,1.0,1.08880545690461
